======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+2.83,+0.02,+7.77]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+2.83,+0.02,+7.77]N(w) | tau=[+1.50,+2.31,+3.35]Nm | pwm=[1000,1300,1217,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.006,-0.360,-0.277]m | f_tot=[+8.05,+0.86,+2.13]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+8.05,+0.86,+2.13]N(w) | tau=[-0.88,+0.55,-0.50]Nm | pwm=[1000,1272,1000,1287,1000,1000]us
[modee] FLIGHT | pos=[-0.008,-0.367,-0.268]m | f_tot=[+8.05,+0.92,+2.09]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+8.05,+0.92,+2.09]N(w) | tau=[-0.86,+0.51,-0.45]Nm | pwm=[1000,1268,1001,1291,1000,1000]us
[modee] FLIGHT | pos=[-0.017,-0.370,-0.262]m | f_tot=[+8.05,+0.97,+2.10]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+8.05,+0.97,+2.10]N(w) | tau=[-0.85,+0.49,-0.42]Nm | pwm=[1000,1266,1001,1293,1000,1000]us
[modee] FLIGHT | pos=[-0.025,-0.373,-0.255]m | f_tot=[+8.04,+1.06,+2.13]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+8.04,+1.06,+2.13]N(w) | tau=[-0.85,+0.48,-0.42]Nm | pwm=[1000,1265,1000,1295,1000,1000]us
[modee] FLIGHT | pos=[-0.030,-0.375,-0.251]m | f_tot=[+8.03,+1.12,+2.15]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+8.03,+1.12,+2.15]N(w) | tau=[-0.84,+0.47,-0.40]Nm | pwm=[1000,1264,1000,1296,1000,1000]us
[modee] FLIGHT | pos=[-0.034,-0.377,-0.247]m | f_tot=[+8.02,+1.16,+2.16]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+8.02,+1.16,+2.16]N(w) | tau=[-0.84,+0.46,-0.40]Nm | pwm=[1000,1263,1000,1298,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.379,-0.243]m | f_tot=[+8.01,+1.20,+2.16]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+8.01,+1.20,+2.16]N(w) | tau=[-0.83,+0.46,-0.39]Nm | pwm=[1000,1261,1000,1299,1000,1000]us
[modee] FLIGHT | pos=[-0.042,-0.380,-0.240]m | f_tot=[+8.00,+1.23,+2.16]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+8.00,+1.23,+2.16]N(w) | tau=[-0.83,+0.45,-0.39]Nm | pwm=[1000,1260,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.046,-0.381,-0.237]m | f_tot=[+8.00,+1.26,+2.17]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+8.00,+1.26,+2.17]N(w) | tau=[-0.82,+0.44,-0.38]Nm | pwm=[1000,1259,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.382,-0.234]m | f_tot=[+7.99,+1.29,+2.17]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.99,+1.29,+2.17]N(w) | tau=[-0.82,+0.44,-0.37]Nm | pwm=[1000,1258,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.053,-0.383,-0.231]m | f_tot=[+7.99,+1.32,+2.18]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.99,+1.32,+2.18]N(w) | tau=[-0.82,+0.43,-0.37]Nm | pwm=[1000,1257,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.056,-0.384,-0.229]m | f_tot=[+7.98,+1.35,+2.18]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.98,+1.35,+2.18]N(w) | tau=[-0.81,+0.42,-0.36]Nm | pwm=[1000,1257,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.059,-0.385,-0.226]m | f_tot=[+7.98,+1.37,+2.19]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.98,+1.37,+2.19]N(w) | tau=[-0.81,+0.42,-0.36]Nm | pwm=[1000,1256,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.063,-0.386,-0.223]m | f_tot=[+7.97,+1.40,+2.19]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.97,+1.40,+2.19]N(w) | tau=[-0.80,+0.41,-0.35]Nm | pwm=[1000,1255,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.067,-0.387,-0.219]m | f_tot=[+7.96,+1.44,+2.20]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.96,+1.44,+2.20]N(w) | tau=[-0.80,+0.40,-0.35]Nm | pwm=[1000,1254,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.069,-0.388,-0.217]m | f_tot=[+7.96,+1.47,+2.21]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.96,+1.47,+2.21]N(w) | tau=[-0.79,+0.39,-0.34]Nm | pwm=[1000,1253,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.072,-0.388,-0.214]m | f_tot=[+7.95,+1.49,+2.21]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.95,+1.49,+2.21]N(w) | tau=[-0.79,+0.39,-0.33]Nm | pwm=[1000,1252,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.074,-0.389,-0.212]m | f_tot=[+7.95,+1.52,+2.22]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.95,+1.52,+2.22]N(w) | tau=[-0.78,+0.38,-0.33]Nm | pwm=[1000,1252,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.077,-0.390,-0.210]m | f_tot=[+7.94,+1.54,+2.22]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.94,+1.54,+2.22]N(w) | tau=[-0.78,+0.37,-0.32]Nm | pwm=[1000,1251,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.079,-0.390,-0.208]m | f_tot=[+7.94,+1.56,+2.22]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.94,+1.56,+2.22]N(w) | tau=[-0.77,+0.36,-0.32]Nm | pwm=[1000,1250,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.081,-0.391,-0.206]m | f_tot=[+7.93,+1.58,+2.23]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.93,+1.58,+2.23]N(w) | tau=[-0.77,+0.35,-0.31]Nm | pwm=[1000,1250,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.085,-0.391,-0.202]m | f_tot=[+7.93,+1.61,+2.24]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.93,+1.61,+2.24]N(w) | tau=[-0.76,+0.34,-0.31]Nm | pwm=[1000,1249,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.087,-0.392,-0.200]m | f_tot=[+7.92,+1.63,+2.24]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.92,+1.63,+2.24]N(w) | tau=[-0.76,+0.33,-0.31]Nm | pwm=[1000,1248,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.091,-0.392,-0.197]m | f_tot=[+7.91,+1.66,+2.25]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.91,+1.66,+2.25]N(w) | tau=[-0.75,+0.32,-0.30]Nm | pwm=[1000,1248,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.094,-0.393,-0.194]m | f_tot=[+7.91,+1.68,+2.25]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.91,+1.68,+2.25]N(w) | tau=[-0.74,+0.31,-0.30]Nm | pwm=[1000,1247,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.097,-0.393,-0.191]m | f_tot=[+7.90,+1.71,+2.26]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.90,+1.71,+2.26]N(w) | tau=[-0.74,+0.30,-0.29]Nm | pwm=[1000,1246,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.101,-0.394,-0.188]m | f_tot=[+7.89,+1.73,+2.27]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.89,+1.73,+2.27]N(w) | tau=[-0.73,+0.29,-0.29]Nm | pwm=[1000,1246,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.104,-0.394,-0.185]m | f_tot=[+7.89,+1.75,+2.27]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.89,+1.75,+2.27]N(w) | tau=[-0.73,+0.28,-0.28]Nm | pwm=[1000,1245,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.107,-0.395,-0.182]m | f_tot=[+7.88,+1.78,+2.28]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.88,+1.78,+2.28]N(w) | tau=[-0.72,+0.27,-0.28]Nm | pwm=[1000,1245,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.111,-0.395,-0.179]m | f_tot=[+7.88,+1.79,+2.29]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.88,+1.79,+2.29]N(w) | tau=[-0.72,+0.25,-0.28]Nm | pwm=[1000,1244,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.113,-0.395,-0.176]m | f_tot=[+7.87,+1.81,+2.29]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.87,+1.81,+2.29]N(w) | tau=[-0.71,+0.24,-0.27]Nm | pwm=[1000,1244,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.116,-0.396,-0.174]m | f_tot=[+7.87,+1.83,+2.30]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.87,+1.83,+2.30]N(w) | tau=[-0.71,+0.23,-0.27]Nm | pwm=[1000,1243,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.119,-0.396,-0.171]m | f_tot=[+7.86,+1.84,+2.30]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.86,+1.84,+2.30]N(w) | tau=[-0.70,+0.21,-0.27]Nm | pwm=[1000,1243,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.122,-0.396,-0.168]m | f_tot=[+7.86,+1.86,+2.31]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.86,+1.86,+2.31]N(w) | tau=[-0.69,+0.20,-0.26]Nm | pwm=[1000,1242,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.125,-0.396,-0.165]m | f_tot=[+7.85,+1.87,+2.32]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.85,+1.87,+2.32]N(w) | tau=[-0.69,+0.19,-0.26]Nm | pwm=[1000,1242,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.127,-0.396,-0.163]m | f_tot=[+7.85,+1.88,+2.32]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.85,+1.88,+2.32]N(w) | tau=[-0.68,+0.17,-0.26]Nm | pwm=[1000,1242,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.161]m | f_tot=[+7.84,+1.89,+2.33]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.89,+2.33]N(w) | tau=[-0.68,+0.16,-0.26]Nm | pwm=[1000,1242,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.130,-0.396,-0.161]m | f_tot=[+7.84,+1.90,+2.33]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.90,+2.33]N(w) | tau=[-0.67,+0.14,-0.26]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.161]m | f_tot=[+7.84,+1.90,+2.33]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.90,+2.33]N(w) | tau=[-0.67,+0.13,-0.25]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.84,+1.90,+2.34]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.90,+2.34]N(w) | tau=[-0.66,+0.12,-0.25]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.84,+1.90,+2.34]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.90,+2.34]N(w) | tau=[-0.65,+0.10,-0.25]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.84,+1.91,+2.34]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.84,+1.91,+2.34]N(w) | tau=[-0.65,+0.09,-0.25]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.83,+1.91,+2.35]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.83,+1.91,+2.35]N(w) | tau=[-0.64,+0.08,-0.24]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.83,+1.92,+2.35]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.83,+1.92,+2.35]N(w) | tau=[-0.64,+0.06,-0.24]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.83,+1.92,+2.35]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.83,+1.92,+2.35]N(w) | tau=[-0.63,+0.05,-0.24]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.83,+1.93,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.83,+1.93,+2.36]N(w) | tau=[-0.63,+0.04,-0.24]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.83,+1.93,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.83,+1.93,+2.36]N(w) | tau=[-0.62,+0.03,-0.24]Nm | pwm=[1000,1241,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.163]m | f_tot=[+7.82,+1.93,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,+1.93,+2.36]N(w) | tau=[-0.62,+0.01,-0.23]Nm | pwm=[1000,1240,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.163]m | f_tot=[+7.82,+1.94,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,+1.94,+2.36]N(w) | tau=[-0.61,+0.00,-0.23]Nm | pwm=[1000,1240,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.163]m | f_tot=[+7.82,+1.95,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,+1.95,+2.36]N(w) | tau=[-0.61,-0.01,-0.23]Nm | pwm=[1000,1240,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.163]m | f_tot=[+7.82,+1.96,+2.36]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+7.82,+1.96,+2.36]N(w) | tau=[-0.60,-0.02,-0.23]Nm | pwm=[1000,1240,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.82,+1.96,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,+1.96,+2.36]N(w) | tau=[-0.60,-0.03,-0.22]Nm | pwm=[1000,1240,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.82,+1.97,+2.36]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+7.82,+1.97,+2.36]N(w) | tau=[-0.59,-0.04,-0.22]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.129,-0.396,-0.162]m | f_tot=[+7.81,+1.98,+2.36]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.98,+2.36]N(w) | tau=[-0.59,-0.06,-0.22]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.128,-0.396,-0.163]m | f_tot=[+7.81,+1.98,+2.36]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.98,+2.36]N(w) | tau=[-0.58,-0.07,-0.22]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.128,-0.396,-0.163]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.58,-0.08,-0.22]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.128,-0.396,-0.163]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.57,-0.09,-0.21]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.127,-0.396,-0.164]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.57,-0.10,-0.21]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.127,-0.396,-0.164]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.56,-0.11,-0.21]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.126,-0.396,-0.165]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.56,-0.12,-0.21]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.125,-0.396,-0.166]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.55,-0.13,-0.21]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.124,-0.396,-0.166]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.55,-0.14,-0.20]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.123,-0.396,-0.168]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.55,-0.15,-0.20]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.122,-0.396,-0.169]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.54,-0.16,-0.20]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.120,-0.396,-0.171]m | f_tot=[+7.81,+2.00,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+2.00,+2.36]N(w) | tau=[-0.54,-0.16,-0.20]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.119,-0.396,-0.172]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.53,-0.17,-0.19]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.117,-0.396,-0.174]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.53,-0.18,-0.19]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.115,-0.395,-0.175]m | f_tot=[+7.81,+1.99,+2.36]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.36]N(w) | tau=[-0.53,-0.19,-0.19]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.113,-0.395,-0.177]m | f_tot=[+7.81,+1.99,+2.35]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.81,+1.99,+2.35]N(w) | tau=[-0.52,-0.19,-0.19]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.112,-0.395,-0.179]m | f_tot=[+7.82,+1.98,+2.35]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.82,+1.98,+2.35]N(w) | tau=[-0.52,-0.20,-0.18]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.110,-0.395,-0.181]m | f_tot=[+7.82,+1.98,+2.35]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.82,+1.98,+2.35]N(w) | tau=[-0.51,-0.21,-0.18]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.108,-0.394,-0.182]m | f_tot=[+7.82,+1.98,+2.35]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.82,+1.98,+2.35]N(w) | tau=[-0.51,-0.21,-0.18]Nm | pwm=[1000,1239,1000,1300,1000,1000]us
