======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+2.83,+0.02,+7.77]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+2.83,+0.02,+7.77]N(w) | tau=[+1.50,+2.31,+3.35]Nm | pwm=[1000,1300,1217,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.373,-0.014,-0.335]m | f_tot=[+6.15,+1.21,+5.29]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.15,+1.21,+5.29]N(w) | tau=[-0.06,-0.40,+0.06]Nm | pwm=[1000,1300,1190,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.371,-0.013,-0.338]m | f_tot=[+6.32,+1.19,+5.00]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.32,+1.19,+5.00]N(w) | tau=[-0.13,-0.48,+0.37]Nm | pwm=[1000,1300,1172,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.370,-0.012,-0.340]m | f_tot=[+6.59,+1.15,+4.58]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.59,+1.15,+4.58]N(w) | tau=[-0.19,-0.58,+0.70]Nm | pwm=[1000,1300,1158,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.370,-0.012,-0.341]m | f_tot=[+6.80,+1.12,+4.27]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.80,+1.12,+4.27]N(w) | tau=[-0.22,-0.63,+0.87]Nm | pwm=[1000,1300,1161,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.371,-0.010,-0.339]m | f_tot=[+7.04,+1.05,+4.10]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.04,+1.05,+4.10]N(w) | tau=[-0.31,-0.80,+1.43]Nm | pwm=[1000,1300,1000,1146,1000,1000]us
[modee] FLIGHT | pos=[+0.374,-0.007,-0.333]m | f_tot=[+7.01,+0.96,+4.15]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.01,+0.96,+4.15]N(w) | tau=[-0.31,-0.82,+1.49]Nm | pwm=[1000,1300,1001,1141,1000,1000]us
[modee] FLIGHT | pos=[+0.380,-0.004,-0.321]m | f_tot=[+6.97,+1.00,+4.35]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+6.97,+1.00,+4.35]N(w) | tau=[-0.23,-0.74,+1.27]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[+0.386,-0.003,-0.308]m | f_tot=[+7.00,+1.15,+4.41]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.00,+1.15,+4.41]N(w) | tau=[-0.21,-0.72,+1.17]Nm | pwm=[1000,1300,1244,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.388,-0.002,-0.302]m | f_tot=[+6.80,+1.13,+4.26]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.80,+1.13,+4.26]N(w) | tau=[+0.01,-0.55,+0.46]Nm | pwm=[1000,1300,1162,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.391,+0.001,-0.296]m | f_tot=[+6.81,+1.09,+4.30]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+6.81,+1.09,+4.30]N(w) | tau=[+0.02,-0.54,+0.41]Nm | pwm=[1000,1300,1000,1122,1000,1000]us
[modee] FLIGHT | pos=[+0.392,+0.002,-0.292]m | f_tot=[+6.88,+1.10,+4.33]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+6.88,+1.10,+4.33]N(w) | tau=[+0.03,-0.53,+0.38]Nm | pwm=[1000,1300,1000,1135,1000,1000]us
[modee] FLIGHT | pos=[+0.395,+0.004,-0.285]m | f_tot=[+6.97,+1.29,+4.44]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.97,+1.29,+4.44]N(w) | tau=[+0.05,-0.50,+0.30]Nm | pwm=[1000,1300,1253,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.397,+0.005,-0.278]m | f_tot=[+6.93,+1.45,+4.46]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.93,+1.45,+4.46]N(w) | tau=[+0.10,-0.45,+0.13]Nm | pwm=[1000,1300,1251,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.008,-0.272]m | f_tot=[+6.90,+1.56,+4.46]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+6.90,+1.56,+4.46]N(w) | tau=[+0.11,-0.45,+0.12]Nm | pwm=[1000,1300,1250,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.010,-0.270]m | f_tot=[+6.89,+1.58,+4.46]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,+1.58,+4.46]N(w) | tau=[+0.14,-0.43,+0.02]Nm | pwm=[1000,1300,1249,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.013,-0.268]m | f_tot=[+6.90,+1.57,+4.47]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.90,+1.57,+4.47]N(w) | tau=[+0.16,-0.41,-0.07]Nm | pwm=[1000,1300,1252,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.016,-0.266]m | f_tot=[+6.82,+1.52,+4.42]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.82,+1.52,+4.42]N(w) | tau=[+0.21,-0.39,-0.24]Nm | pwm=[1000,1300,1224,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.018,-0.265]m | f_tot=[+6.82,+1.48,+4.41]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.82,+1.48,+4.41]N(w) | tau=[+0.22,-0.37,-0.31]Nm | pwm=[1000,1300,1223,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.021,-0.264]m | f_tot=[+6.80,+1.42,+4.39]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.80,+1.42,+4.39]N(w) | tau=[+0.23,-0.36,-0.38]Nm | pwm=[1000,1300,1211,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.023,-0.263]m | f_tot=[+6.79,+1.38,+4.38]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.79,+1.38,+4.38]N(w) | tau=[+0.23,-0.35,-0.42]Nm | pwm=[1000,1300,1206,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.026,-0.261]m | f_tot=[+6.80,+1.33,+4.38]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.80,+1.33,+4.38]N(w) | tau=[+0.23,-0.35,-0.45]Nm | pwm=[1000,1300,1205,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.029,-0.260]m | f_tot=[+6.79,+1.29,+4.37]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.79,+1.29,+4.37]N(w) | tau=[+0.23,-0.34,-0.50]Nm | pwm=[1000,1300,1198,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.402,+0.031,-0.258]m | f_tot=[+6.88,+1.26,+4.43]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.88,+1.26,+4.43]N(w) | tau=[+0.24,-0.32,-0.54]Nm | pwm=[1000,1300,1235,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.402,+0.034,-0.258]m | f_tot=[+6.97,+1.20,+4.46]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.97,+1.20,+4.46]N(w) | tau=[+0.23,-0.32,-0.57]Nm | pwm=[1000,1295,1264,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.402,+0.035,-0.257]m | f_tot=[+6.88,+1.12,+4.39]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,+1.12,+4.39]N(w) | tau=[+0.23,-0.31,-0.61]Nm | pwm=[1000,1300,1222,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.037,-0.258]m | f_tot=[+6.88,+1.01,+4.38]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,+1.01,+4.38]N(w) | tau=[+0.22,-0.31,-0.61]Nm | pwm=[1000,1300,1215,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.038,-0.258]m | f_tot=[+6.85,+0.93,+4.35]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.85,+0.93,+4.35]N(w) | tau=[+0.22,-0.31,-0.61]Nm | pwm=[1000,1300,1197,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.039,-0.259]m | f_tot=[+6.82,+0.82,+4.31]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.82,+0.82,+4.31]N(w) | tau=[+0.21,-0.32,-0.60]Nm | pwm=[1000,1300,1169,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.040,-0.260]m | f_tot=[+6.82,+0.75,+4.30]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.82,+0.75,+4.30]N(w) | tau=[+0.20,-0.32,-0.60]Nm | pwm=[1000,1300,1157,1001,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.041,-0.260]m | f_tot=[+6.84,+0.66,+4.30]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.84,+0.66,+4.30]N(w) | tau=[+0.19,-0.32,-0.58]Nm | pwm=[1000,1300,1167,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.042,-0.261]m | f_tot=[+6.88,+0.59,+4.32]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.88,+0.59,+4.32]N(w) | tau=[+0.18,-0.33,-0.56]Nm | pwm=[1000,1300,1190,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.042,-0.261]m | f_tot=[+6.85,+0.53,+4.29]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.85,+0.53,+4.29]N(w) | tau=[+0.17,-0.33,-0.55]Nm | pwm=[1000,1300,1161,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.043,-0.262]m | f_tot=[+6.91,+0.46,+4.33]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.91,+0.46,+4.33]N(w) | tau=[+0.17,-0.33,-0.53]Nm | pwm=[1000,1300,1202,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.044,-0.261]m | f_tot=[+6.92,+0.41,+4.33]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.92,+0.41,+4.33]N(w) | tau=[+0.16,-0.33,-0.52]Nm | pwm=[1000,1300,1206,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.046,-0.261]m | f_tot=[+6.92,+0.35,+4.32]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.92,+0.35,+4.32]N(w) | tau=[+0.15,-0.33,-0.53]Nm | pwm=[1000,1300,1203,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.047,-0.261]m | f_tot=[+6.89,+0.30,+4.29]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,+0.30,+4.29]N(w) | tau=[+0.15,-0.32,-0.53]Nm | pwm=[1000,1300,1176,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.048,-0.260]m | f_tot=[+6.90,+0.24,+4.30]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.90,+0.24,+4.30]N(w) | tau=[+0.14,-0.31,-0.53]Nm | pwm=[1000,1300,1184,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.050,-0.260]m | f_tot=[+6.88,+0.17,+4.28]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,+0.17,+4.28]N(w) | tau=[+0.14,-0.31,-0.53]Nm | pwm=[1000,1300,1162,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.051,-0.260]m | f_tot=[+6.92,+0.13,+4.30]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.92,+0.13,+4.30]N(w) | tau=[+0.13,-0.31,-0.53]Nm | pwm=[1000,1300,1190,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.052,-0.260]m | f_tot=[+6.88,+0.07,+4.27]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,+0.07,+4.27]N(w) | tau=[+0.13,-0.30,-0.53]Nm | pwm=[1000,1300,1162,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.053,-0.260]m | f_tot=[+6.89,+0.03,+4.27]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,+0.03,+4.27]N(w) | tau=[+0.12,-0.30,-0.53]Nm | pwm=[1000,1300,1162,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.054,-0.259]m | f_tot=[+6.91,-0.01,+4.28]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.91,-0.01,+4.28]N(w) | tau=[+0.12,-0.30,-0.53]Nm | pwm=[1000,1300,1179,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.054,-0.259]m | f_tot=[+6.90,-0.04,+4.27]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.90,-0.04,+4.27]N(w) | tau=[+0.11,-0.29,-0.53]Nm | pwm=[1000,1300,1169,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.055,-0.259]m | f_tot=[+6.90,-0.08,+4.27]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.90,-0.08,+4.27]N(w) | tau=[+0.11,-0.29,-0.52]Nm | pwm=[1000,1300,1171,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.056,-0.259]m | f_tot=[+6.89,-0.13,+4.26]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,-0.13,+4.26]N(w) | tau=[+0.10,-0.29,-0.52]Nm | pwm=[1000,1300,1162,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.057,-0.258]m | f_tot=[+6.91,-0.15,+4.27]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.91,-0.15,+4.27]N(w) | tau=[+0.10,-0.29,-0.52]Nm | pwm=[1000,1300,1175,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.057,-0.258]m | f_tot=[+6.89,-0.19,+4.26]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,-0.19,+4.26]N(w) | tau=[+0.10,-0.28,-0.52]Nm | pwm=[1000,1300,1163,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.058,-0.258]m | f_tot=[+6.89,-0.21,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,-0.21,+4.25]N(w) | tau=[+0.09,-0.28,-0.53]Nm | pwm=[1000,1300,1159,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.058,-0.257]m | f_tot=[+6.89,-0.24,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,-0.24,+4.25]N(w) | tau=[+0.09,-0.28,-0.53]Nm | pwm=[1000,1300,1157,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.059,-0.257]m | f_tot=[+6.88,-0.27,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.27,+4.25]N(w) | tau=[+0.09,-0.28,-0.53]Nm | pwm=[1000,1300,1151,1003,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.059,-0.256]m | f_tot=[+6.89,-0.29,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.89,-0.29,+4.25]N(w) | tau=[+0.09,-0.27,-0.53]Nm | pwm=[1000,1300,1159,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.060,-0.256]m | f_tot=[+6.89,-0.31,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.89,-0.31,+4.25]N(w) | tau=[+0.09,-0.27,-0.54]Nm | pwm=[1000,1300,1160,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.060,-0.255]m | f_tot=[+6.89,-0.32,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.89,-0.32,+4.25]N(w) | tau=[+0.09,-0.27,-0.54]Nm | pwm=[1000,1300,1161,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.060,-0.255]m | f_tot=[+6.89,-0.34,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,-0.34,+4.25]N(w) | tau=[+0.09,-0.26,-0.55]Nm | pwm=[1000,1300,1160,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.061,-0.254]m | f_tot=[+6.88,-0.36,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.36,+4.25]N(w) | tau=[+0.09,-0.26,-0.55]Nm | pwm=[1000,1300,1158,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.061,-0.254]m | f_tot=[+6.89,-0.37,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.89,-0.37,+4.25]N(w) | tau=[+0.08,-0.25,-0.56]Nm | pwm=[1000,1300,1160,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.061,-0.253]m | f_tot=[+6.88,-0.39,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.39,+4.25]N(w) | tau=[+0.08,-0.25,-0.56]Nm | pwm=[1000,1300,1159,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.062,-0.253]m | f_tot=[+6.89,-0.40,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.89,-0.40,+4.25]N(w) | tau=[+0.08,-0.25,-0.57]Nm | pwm=[1000,1300,1161,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.062,-0.253]m | f_tot=[+6.88,-0.42,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.42,+4.25]N(w) | tau=[+0.08,-0.24,-0.58]Nm | pwm=[1000,1300,1158,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.062,-0.252]m | f_tot=[+6.88,-0.43,+4.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.43,+4.25]N(w) | tau=[+0.08,-0.24,-0.58]Nm | pwm=[1000,1300,1157,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.062,-0.252]m | f_tot=[+6.88,-0.44,+4.25]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.88,-0.44,+4.25]N(w) | tau=[+0.08,-0.24,-0.58]Nm | pwm=[1000,1300,1161,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.062,-0.252]m | f_tot=[+6.88,-0.45,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.45,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1157,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.252]m | f_tot=[+6.88,-0.46,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.46,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1157,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.251]m | f_tot=[+6.88,-0.48,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.48,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1154,1001,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.251]m | f_tot=[+6.88,-0.48,+4.24]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.88,-0.48,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1157,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.251]m | f_tot=[+6.88,-0.50,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.88,-0.50,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1155,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.251]m | f_tot=[+6.87,-0.51,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.87,-0.51,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1154,1001,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.063,-0.251]m | f_tot=[+6.87,-0.52,+4.24]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+6.87,-0.52,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1155,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.064,-0.251]m | f_tot=[+6.87,-0.53,+4.24]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+6.87,-0.53,+4.24]N(w) | tau=[+0.08,-0.23,-0.59]Nm | pwm=[1000,1300,1150,1002,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.064,-0.250]m | f_tot=[+6.87,-0.54,+4.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.87,-0.54,+4.24]N(w) | tau=[+0.08,-0.23,-0.60]Nm | pwm=[1000,1300,1154,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.064,-0.250]m | f_tot=[+6.87,-0.54,+4.24]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.87,-0.54,+4.24]N(w) | tau=[+0.08,-0.23,-0.60]Nm | pwm=[1000,1300,1151,1002,1000,1000]us
[modee] FLIGHT | pos=[+0.400,+0.064,-0.250]m | f_tot=[+6.87,-0.55,+4.24]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.87,-0.55,+4.24]N(w) | tau=[+0.08,-0.23,-0.60]Nm | pwm=[1000,1300,1151,1002,1000,1000]us
